MAKE,MODEL,COLOR,YEAR,ODOMETER,STATE,SELLER,UNITS_SOLD,TOTAL_REVENUE,AVG_PRICE
Chevrolet,Aveo,red,2006,107469,ca,time finance co,1,1300,1300
Toyota,Camry,black,2006,70250,ca,azure autos,1,6500,6500
Dodge,Caliber,silver,2007,100573,ca,santander consumer,1,1800,1800
Mercedes-Benz,CLS-Class,blue,2006,72225,ca,billion dodge chrysler jeep,1,14250,14250
MINI,Cooper,white,2006,94791,ca,fast trax auto,1,2300,2300
Toyota,Corolla,white,2006,41603,ca,santander consumer,1,8500,8500
Nissan,Altima,Ã¢â‚¬â€,2012,33063,il,nissan-infiniti lt,1,13000,13000
Acura,TSX,gray,2012,54058,il,ahfc/honda lease/trust/hvt  inc. eot acuras,1,15200,15200
Chevrolet,Malibu,silver,2010,92985,nc,wheels exchange llc,1,6600,6600
,,blue,2005,117222,fl,remarketing by ge/flagship credit acceptance,1,3200,3200
Ford,Mustang,red,2001,98355,fl,mercedes benz of fort myers,1,2900,2900
Chevrolet,Camaro,white,2014,37834,fl,avis corporation,1,20800,20800
Mercury,Sable,white,2009,110858,mo,dt credit corporation,1,5300,5300
Ford,Escape,black,2008,110887,wi,donlen corporation,1,6200,6200
Chevrolet,Equinox,black,2013,20911,wi,donlen corporation,1,18100,18100
Dodge,Charger,blue,2009,111400,mn,wheels ltd,1,5200,5200
Nissan,Quest,white,2004,121344,ca,repo remarketing/schools first fcu,1,2600,2600
Honda,Civic,gray,2013,38602,pa,avis corporation,1,12000,12000
Chevrolet,Colorado,silver,2006,127244,ma,capital one auto finance,1,6000,6000
Dodge,Grand Caravan,blue,2007,67742,va,suntrust bank,1,6300,6300
Volkswagen,Passat,black,2008,116819,fl,autonation chevrolet coral gables,1,3400,3400
Mercedes-Benz,C-Class,white,2005,127877,fl,mercedes benz of orlando,1,4600,4600
Ford,Focus,red,2014,23433,tn,avis budget group,1,12100,12100
Chevrolet,Captiva Sport,beige,2013,36221,ne,enterprise vehicle exchange/davenport,1,13300,13300
Ford,Focus,black,2013,44401,tx,dtg operations inc,1,10300,10300
Subaru,Forester,blue,2011,30063,il,tdaf remarketing,1,20000,20000
BMW,X3,gray,2014,30593,fl,sixt rent a car,1,28800,28800
Hyundai,Accent,white,2006,130901,ca,tidalwave finance corp,1,2100,2100
Chevrolet,Tahoe,blue,2005,86996,fl,american bank auto liquidators,1,11600,11600
Chevrolet,Impala,silver,2010,92073,az,wells fargo dealer services,1,6100,6100
Jeep,Wrangler,gray,2010,78015,tn,sullivan auto group llc,1,20100,20100
Nissan,Murano,black,2004,123574,nc,meridian remarketing,1,3500,3500
Toyota,Corolla,Ã¢â‚¬â€,2013,15120,ga,toyota financial services,1,12600,12600
Infiniti,G Sedan,gray,2012,35018,tn,nissan infiniti lt,1,19200,19200
Toyota,Corolla,gold,2011,61274,mo,toyota financial services,1,8000,8000
Acura,TL,black,2006,95627,md,shannon auto sales,1,8500,8500
Ford,Freestar,white,2005,101810,or,bayshore ford,1,1400,1400
Mitsubishi,Montero,beige,2001,219542,ca,trade in solutions irvine,1,2000,2000
Mercedes-Benz,S-Class,black,2000,203940,nc,performance chev subaru porsche,1,1600,1600
Jeep,Wrangler,black,2013,36636,mo,chrysler capital,1,22000,22000
Honda,Pilot,burgundy,2012,26475,fl,summer enterprises of miami inc,1,26000,26000
Honda,Odyssey,silver,2004,156108,tn,wells fargo dealer services,1,2700,2700
,,gray,2003,176048,ny,credit acceptance corp/vrs/southfield,1,1000,1000
Ford,Explorer,silver,2013,64243,az,the hertz corporation,1,20800,20800
Toyota,Tundra,silver,2013,12773,wa,toyota of olympia,1,40000,40000
Lexus,LS 460,black,2012,40800,ca,lexus financial services,1,38400,38400
Lexus,IS 250,white,2009,55802,ca,tradewinds remarketing,1,14750,14750
BMW,5 Series,silver,2005,134084,nc,hendrick acura,1,5200,5200
Ford,Explorer,white,2013,20845,ca,ford motor credit company llc pd,1,27200,27200
Cadillac,SRX,black,2012,44056,pa,924 auto corp,1,24700,24700
Jeep,Liberty,white,2012,39337,tx,gunn chevrolet ltd,1,13800,13800
Chrysler,200,burgundy,2014,31578,sc,enterprise veh exchange/rental,1,10600,10600
Toyota,Camry,black,2007,85287,nc,regional acceptance corporation / greenville,1,8500,8500
Mercedes-Benz,C-Class,gray,2005,154699,ca,prime automart inc,1,3900,3900
Volkswagen,Jetta,silver,2005,130020,ca,mckenna audi/mckenna bmw,1,3500,3500
Chevrolet,S-10,blue,2002,96752,sc,derry area federal credit union,1,2100,2100
Hyundai,Sonata,red,2012,97126,nv,affordable autos,1,9000,9000
Infiniti,G Coupe,black,2012,42740,il,nissan infiniti lt,1,21400,21400
BMW,3 Series,white,2008,77813,fl,advantage chrysler dodge jeep,1,12200,12200
Lexus,GS 300,gray,2006,94120,mn,wernet enterprises inc,1,12900,12900
Honda,Accord,black,2002,156134,fl,credit acceptance corp/vrs/southfield,1,2300,2300
Kia,Optima,black,2014,11863,fl,kia motors america  inc,1,15900,15900
Cadillac,SRX,white,2012,38321,pa,cadillac of mahwah llc,1,21900,21900
Toyota,Sienna,blue,2012,25446,fl,world omni financial corporation,1,17800,17800
Lexus,IS 250 C,red,2010,30179,fl,lexus financial services,1,20800,20800
Lexus,GS 350,red,2013,4303,fl,lexus financial services,1,35000,35000
Toyota,4Runner,gray,2013,29852,fl,world omni financial corporation,1,33800,33800
Ford,Escape,Ã¢â‚¬â€,2012,29245,tx,ford motor credit company llc,1,14500,14500
Jeep,Wrangler,black,2012,16760,pa,sports car leasing,1,25600,25600
Nissan,Altima,black,2012,87101,wi,wheels exchange llc,1,8400,8400
Nissan,Altima,red,2012,30501,fl,jpmorgan chase bank n.a.,1,11800,11800
Toyota,Camry,silver,2012,38909,ca,gm financial,1,12500,12500
Dodge,Grand Caravan,gray,2012,64412,nc,ge fleet services for itself/servicer,1,9300,9300
Chrysler,300,black,2006,95137,nc,navy fcu,1,3900,3900
Chevrolet,Impala,gray,2013,53113,la,the hertz corporation,1,10400,10400
Toyota,Camry,white,2013,58090,nc,the hertz corporation,1,13700,13700
Chevrolet,Malibu,white,2012,56383,in,auto trakk llc,1,8800,8800
Toyota,Camry,silver,2012,39007,ca,toyota financial services,1,14300,14300
Honda,Civic,black,2005,111156,ca,wells fargo dealer services,1,4600,4600
Ford,Five Hundred,gold,2007,66510,ca,wholesale enterprise inc,1,6600,6600
Dodge,Durango,white,2014,13506,pa,pv holding inc/gdp,1,29200,29200
Ford,Taurus,gold,2011,63415,fl,ricks auto marketing center south,1,12800,12800
Suzuki,Forenza,red,2007,69606,fl,honda of fort myers,1,1800,1800
Chevrolet,Captiva Sport,red,2014,32874,pa,enterprise veh exchange/rental,1,16000,16000
Audi,A4,black,2005,127602,il,mc grath acura of westmont,1,3900,3900
Toyota,Camry,silver,2003,200492,ma,premier toyota of newport,1,1250,1250
BMW,6 Series,gray,2004,133029,ca,tradewinds remarketing,1,9000,9000
Ford,Taurus,silver,2015,13917,ga,ars/enterprise,1,22700,22700
Nissan,Altima,gray,2005,178749,ga,rick hendrick chevrolet,1,2300,2300
Chevrolet,Astro,blue,2004,107377,ca,remarketing by ge/southern california financial,1,3100,3100
Dodge,Grand Caravan,silver,2011,54529,nc,hallmark cards inc,1,9000,9000
Dodge,Charger,silver,2014,23383,tx,texas auto brokers,1,17200,17200
Toyota,RAV4,white,2012,35711,mo,toyota financial services,1,14100,14100
Jeep,Commander,beige,2006,95565,mo,napleton's mid river,1,5750,5750
Infiniti,QX56,black,2004,113488,mo,e.t. sales,1,9300,9300
Nissan,NV200,white,2014,28042,nj,enterprise veh exchange/rental,1,15700,15700
Hyundai,Sonata,silver,2014,25816,tn,enterprise veh exchange/rental,1,13900,13900
Chevrolet,Impala,white,2013,53829,az,the hertz corporation,1,9900,9900
Honda,Accord,blue,2013,31746,in,honda of america manufacturing,1,20750,20750
Ford,Escape,blue,2012,46052,ga,ford motor credit company llc pd,1,16600,16600
Nissan,Maxima,silver,2012,49092,ca,bmw alphera/alphera financial services,1,13500,13500
Nissan,Rogue,black,2012,51936,tn,action nissan,1,16500,16500
Ford,Escape Hybrid,green,2011,89908,wi,capital finance and sales of kenosha inc,1,13200,13200
Dodge,Journey,black,2010,51317,fl,braman honda of palm beach,1,10400,10400
Nissan,Frontier,black,2008,122505,nc,santander consumer,1,8100,8100
Toyota,Sequoia,green,2006,139735,wa,acura of seattle,1,11600,11600
Jeep,Liberty,red,2004,146010,nc,crossroads ford lincoln of southern pines inc,1,5400,5400
Mercedes-Benz,C-Class,silver,2001,103122,ca,east bay bmw,1,3300,3300
Chevrolet,Impala,white,2013,63836,sc,the hertz corporation,1,9500,9500
Dodge,Dart,gray,2013,12936,nc,chrysler capital,1,12100,12100
Dodge,Grand Caravan,white,2013,35975,nc,chrysler capital,1,15100,15100
Hyundai,Elantra,blue,2013,40331,sc,avis corporation,1,10800,10800
Nissan,Frontier,black,2013,31541,ca,enterprise veh exchange/rental,1,19300,19300
Dodge,Avenger,white,2014,25232,on,chrysler canada inc,1,14700,14700
,,silver,2004,158910,sc,grand strand nissan inc,1,9500,9500
Cadillac,Escalade,gold,1999,200566,ga,titlebucks/covington ga1,1,1000,1000
Chevrolet,Malibu,white,2012,34670,ca,ge fleet services for itself/servicer,1,11250,11250
Ford,Fusion,Ã¢â‚¬â€,2012,34672,tn,ford motor credit company llc,1,12100,12100
Jeep,Compass,red,2009,112841,ny,nextgear capital,1,5600,5600
BMW,5 Series,white,2013,7111,nj,bmw alphera/alphera financial services,1,37500,37500
Hyundai,Veloster,blue,2013,20568,ca,hyundai motor finance,1,15300,15300
Nissan,Altima,gray,2011,42442,fl,nissan-infiniti lt,1,12800,12800
Toyota,Corolla,silver,2005,229558,tx,automotive remarketing inc,1,3100,3100
Nissan,Maxima,black,2004,138018,nj,westlake financial services,1,2100,2100
Pontiac,Grand Prix,brown,2002,117505,md,355 toyota,1,1600,1600
Kia,Soul,beige,2014,3993,tx,kia motors america  inc,1,14700,14700
Volkswagen,Jetta,white,2013,26741,fl,the hertz corporation,1,16200,16200
Infiniti,G Coupe,blue,2012,56477,tx,nissan infiniti lt,1,19800,19800
Nissan,Altima,blue,2012,49607,ca,enterprise vehicle exchange/orange,1,11600,11600
Nissan,Altima,gray,2012,34087,fl,nissan-infiniti lt,1,11800,11800
Nissan,Rogue Select,silver,2014,12614,fl,florida auto financial group,1,13800,13800
Chevrolet,Malibu,silver,2008,132279,va,credit acceptance corp/vrs/southfield,1,4200,4200
Ford,Explorer,blue,2002,156841,pa,purple heart,1,850,850
Honda,Pilot,black,2012,18170,fl,autonation honda miami lakes,1,21600,21600
Lincoln,Town Car,white,2009,84144,ca,ecars,1,7800,7800
Chevrolet,Spark,red,2014,15088,ga,web auto special inc,1,9700,9700
Nissan,Versa Note,Ã¢â‚¬â€,2014,12722,tn,nissan north america inc.,1,12000,12000
Chevrolet,Tahoe,Ã¢â‚¬â€,2013,61255,tn,sullivan auto group llc,1,31600,31600
Subaru,Outback,red,2014,6770,fl,tdaf remarketing,1,18800,18800
Volkswagen,CC,brown,2013,60580,md,the hertz corporation,1,13700,13700
Dodge,Durango,gray,2012,45338,tx,d&m leasing,1,18200,18200
Acura,TL,blue,2006,116352,tn,wells fargo dealer services,1,7200,7200
Honda,Civic,silver,2012,43339,nj,wells fargo dealer services,1,11700,11700
Dodge,Dart,blue,2013,4924,md,chrysler capital,1,13000,13000
Chevrolet,Malibu,silver,2012,25624,ga,gm financial,1,10500,10500
Toyota,Matrix,silver,2005,86538,nj,return to perfection inc,1,2800,2800
Oldsmobile,Alero,blue,2003,159186,oh,select remarketing group llc/loan max title,1,650,650
Chevrolet,Tahoe,white,2013,61340,tx,the hertz corporation,1,26400,26400
Jeep,Grand Cherokee,silver,2012,28091,mo,aristocrat motors,1,23000,23000
Dodge,Grand Caravan,black,2012,124774,ma,ge fleet services for itself/servicer,1,6800,6800
Honda,Accord,blue,2012,30750,hi,ahfc/honda lease trust/hvt  inc. eot,1,10000,10000
Chevrolet,Malibu,black,2012,82649,in,remarketing by ge/manheim louisville,1,6500,6500
Chrysler,200,silver,2015,12600,fl,pv holding inc/gdp,1,16600,16600
Cadillac,Escalade,brown,2014,18876,co,overland west,1,53250,53250
Mercedes-Benz,E-Class,silver,2013,41872,fl,the hertz corporation,1,27200,27200
Nissan,Altima,red,2013,40078,ca,enterprise veh exchange/rental,1,13000,13000
Ford,Transit Connect,black,2011,81184,nc,primeritus remarketing / chesterfield impor,1,9900,9900
Buick,Century,gold,1995,171180,mo,dt inventory,1,250,250
Ford,F-150,gray,2013,87269,fl,car collection of tampa inc,1,21200,21200
Mercedes-Benz,SL-Class,silver,2005,46607,fl,lokey motor company,1,19000,19000
Kia,Optima,gray,2014,10495,fl,kia motors america  inc,1,15700,15700
Honda,Accord,white,2013,29516,in,honda of america manufacturing,1,20750,20750
Nissan,Altima,black,2013,41090,md,wells fargo dealer services,1,14700,14700
Toyota,Camry,silver,2012,63472,fl,cadilexus,1,11575,11575
Nissan,Altima,white,2012,16304,fl,nissan-infiniti lt,1,13600,13600
Nissan,Altima,red,2012,50519,ca,nissan motor acceptance corporation,1,11250,11250
BMW,5 Series,black,2000,212793,nc,hendrick mini,1,1450,1450
Ford,Escape,gray,2012,32944,ga,santander consumer,1,16500,16500
Ford,Fiesta,gray,2013,18655,ca,ford motor credit company llc pd,1,8200,8200
Nissan,Rogue,white,2011,44658,nj,nissan-infiniti lt,1,11900,11900
Porsche,Cayenne,black,2011,44385,ga,carworks inc,1,40500,40500
Toyota,RAV4,silver,2011,48456,oh,sutton leasing inc,1,14300,14300
Honda,Civic,gray,2010,26188,pa,wantagh mitsubishi,1,10900,10900
Kia,Optima,beige,2006,97969,tx,dt credit corporation,1,5200,5200
Chevrolet,Impala,white,2005,217949,ga,consolidated asset recovery systems  inc.,1,550,550
Acura,TSX,burgundy,2012,41915,ga,ahfc/honda lease/trust/hvt  inc. eot acuras,1,16000,16000
Hyundai,Sonata,blue,2011,90563,md,thrifty rent a car/mount rainier,1,10300,10300
Mercedes-Benz,E-Class,blue,2011,72420,nc,atlantic coast remarketing inc/easi,1,22600,22600
BMW,5 Series Gran Turismo,silver,2014,10958,oh,bmw north america uaa,1,51250,51250
Chrysler,Town and Country,gold,2014,18091,nv,chapman chry jeep,1,19500,19500
Infiniti,FX35,gold,2004,107127,il,tdaf remarketing,1,7100,7100
Nissan,Maxima,silver,2004,177404,nj,autolenders liquidation center,1,2500,2500
Nissan,Armada,charcoal,2004,51183,pa,r hollenshead auto sales inc,1,10200,10200
Toyota,Corolla,blue,2013,16900,ca,certified preowned ford&lincoln/mercury dlr unit,1,11800,11800
Ford,Escape,silver,2011,76720,fl,regional acceptance corporation / greenville,1,7600,7600
Honda,Accord,silver,2011,88592,ma,imperial chevrolet,1,10500,10500
Pontiac,Grand Prix,gray,2004,139762,oh,dt credit corporation,1,900,900
BMW,5 Series,black,2008,69147,pa,manheim imports,1,13000,13000
Toyota,Venza,black,2013,13636,mo,exeter finance corp,1,17500,17500
Volvo,S60,white,2015,6427,pa,volvo na rep/world omni,1,27000,27000
Mazda,Mazda3,gray,2011,32279,pa,jpmorgan chase bank n.a.,1,10500,10500
Ford,Ranger,white,2010,59892,ca,california auto exchange,1,9750,9750
Chevrolet,Malibu,gray,2008,120623,wi,dt credit corporation,1,6000,6000
Toyota,Tundra,gray,2008,96328,ca,wells fargo dealer services,1,15300,15300
Nissan,Altima,red,2006,91476,fl,autonation toyota winter park,1,4500,4500
Toyota,Prius,Ã¢â‚¬â€,2010,63546,tn,ron wilson ford tradewinds inc,1,11600,11600
Chrysler,PT Cruiser,white,2007,66086,or,lease plan usa/tra,1,2200,2200
Pontiac,Grand Prix,gray,2005,171627,wi,dt credit corporation,1,2000,2000
Kia,Sportage,blue,2014,39319,tx,avis corporation,1,15200,15200
Ford,Excursion,green,2004,101339,ca,fiesta ford lincoln mercury,1,7300,7300
Chevrolet,Impala,gray,2008,133641,ca,challenge financial services,1,2500,2500
Toyota,Prius,silver,2001,113149,mi,hertz remarketing,1,2100,2100
Toyota,Camry,silver,2014,35588,nc,enterprise veh exchange/rental,1,15600,15600
Chevrolet,Malibu,beige,2012,80542,ga,carworks inc,1,9000,9000
Nissan,Murano,white,2011,36950,tx,music city autoplex llc,1,16500,16500
Saturn,Outlook,silver,2008,90971,fl,ebenzz motors,1,9900,9900
Mercedes-Benz,CL-Class,blue,2006,72292,ca,coast sports cars inc,1,14000,14000
Pontiac,Bonneville,blue,2003,126731,mo,primeritus remarketing/national auto plaza,1,2100,2100
Honda,Odyssey,burgundy,2014,446,fl,honda of ocala,1,25300,25300
Nissan,Pathfinder,gray,2014,8975,tn,nissan north america inc.,1,29600,29600
Chevrolet,Malibu,gray,2014,16707,wi,gm financial,1,13000,13000
Honda,Pilot,silver,2013,25906,in,honda of america manufacturing,1,30250,30250
Nissan,Rogue,white,2013,22162,ga,nissan motor acceptance corporation,1,14200,14200
Ford,F-150,gray,2012,45410,tx,hopper motorplex inc,1,20700,20700
Ford,Expedition,white,2011,76061,fl,dick devoe buick cadillac inc,1,24000,24000
Kia,Soul,white,2011,83047,tx,northeast motor co,1,8250,8250
Honda,Accord,red,2010,45748,nj,holman infiniti,1,10200,10200
Mercedes-Benz,E-Class,black,2010,56701,tn,infiniti of cool springs,1,20600,20600
Jeep,Wrangler,white,2009,88845,nj,highline motor cars corp,1,18000,18000
Jeep,Wrangler,gray,2008,82755,fl,fiserv/independent bank,1,10300,10300
Dodge,Grand Caravan,black,2014,14291,va,enterprise veh exchange/rental,1,19000,19000
Honda,Civic,gold,2007,20864,pa,alans autos,1,8300,8300
Toyota,Prius,silver,2006,129689,tx,texas rv outlet superstore,1,5600,5600
Chevrolet,Astro,gray,2004,208818,fl,courtesy toyota of brandon,1,1100,1100
Mercedes-Benz,E-Class,gold,2002,134814,tn,essen motor company inc,1,4000,4000
Ford,F-150,white,2014,11039,fl,u-haul,1,16800,16800
Chevrolet,Impala,silver,2013,47075,az,gm financial,1,9900,9900
Chrysler,200,white,2013,57520,sc,dtg operations inc,1,9700,9700
Ford,Focus,gray,2013,16255,pa,ford motor credit company llc,1,7500,7500
Mercedes-Benz,C-Class,black,2011,47681,pa,towne motors inc,1,18000,18000
Subaru,Forester,blue,2008,51156,nc,prestige financial services,1,6700,6700
Infiniti,J30,white,1995,210726,va,don beyer volvo subaru kia of alexandria,1,500,500
Chevrolet,Cruze,white,2014,15187,fl,gm remarketing,1,12200,12200
Toyota,Sienna,black,2011,39584,sc,dab auto world & leasing,1,16000,16000
Volkswagen,Jetta,Ã¢â‚¬â€,2011,51548,nj,vw credit  inc,1,7400,7400
Mercury,Mariner,gray,2010,117456,tx,dt credit corporation,1,3400,3400
Acura,MDX,red,2009,90752,ca,mountain motors inc,1,16000,16000
Chevrolet,Silverado 1500,white,2006,203369,in,bush truck sales,1,1600,1600
,,red,2006,53735,pa,joshua motor car co inc,1,6700,6700
Ford,Fusion,black,2014,13785,qc,ford motor company of canada,1,19300,19300
Kia,Optima,gray,2014,14496,ga,kia motors america  inc,1,15500,15500
Ford,Explorer,white,2013,34235,mi,automobiles paille inc,1,27600,27600
Honda,Accord,black,2012,29607,pa,ahfc/honda lease trust/hvt  inc. eot,1,12800,12800
Ford,E-Series Wagon,white,2011,76026,fl,cjb enterprises inc.,1,14000,14000
Pontiac,G6,gray,2008,89433,nj,lester glenn buick,1,6200,6200
,,silver,2006,126663,fl,american bank auto liquidators,1,11900,11900
Audi,A8,white,2013,24978,ga,kern automotive group inc,1,53200,53200
MINI,Cooper,green,2012,55924,ca,bmw mini financial services,1,10900,10900
Chevrolet,HHR,silver,2010,136892,mi,safco,1,2200,2200
BMW,3 Series,red,2006,60495,pr,oriental group,1,9300,9300
Toyota,4Runner,gray,2004,147154,fl,autonation chevrolet greenacres,1,4600,4600
Toyota,Camry,gray,1998,187571,ca,aaero sweet company,1,1900,1900
Ford,Fusion Hybrid,Ã¢â‚¬â€,2014,24044,tn,avis budget group,1,22600,22600
Ford,Escape,silver,2013,51936,wi,ari,1,11800,11800
Ford,Escape,white,2011,34095,mo,primeritus remarketing/compass bank,1,13600,13600
Chrysler,300,black,2014,37050,tx,budget of omaha/ars,1,23600,23600
,,white,1999,222974,ga,nalley toyota of roswell,1,1000,1000
Ford,Taurus,silver,2012,72139,nc,ge fleet services for itself/servicer,1,11900,11900
,,turquoise,2005,96110,wi,boucher kia,1,875,875
Mercedes-Benz,E-Class,silver,2001,169121,fl,lexus of palm beach,1,1500,1500
Ford,Mustang,red,2014,9632,tx,santander consumer,1,18500,18500
Honda,Civic,green,2002,164309,nc,honda of concord,1,1500,1500
Mercedes-Benz,C-Class,silver,2003,86511,ca,volkswagen santa monica,1,4000,4000
Ford,Mustang,red,2014,41995,nv,avis corporation,1,17500,17500
Mazda,CX-9,black,2012,40994,ca,high bid trading co inc,1,17100,17100
BMW,3 Series,white,2003,172666,ca,trade in solutions irvine,1,2700,2700
